,Years,Months,Districts,Amounts_(m3)
1371,2020,12,Buyukcekmece,17513389.019
1372,2021,1,Buyukcekmece,20012433.51
1373,2021,2,Buyukcekmece,18779167.831
1374,2021,3,Buyukcekmece,21448552.58
1375,2021,4,Buyukcekmece,13865302.298
1376,2021,5,Buyukcekmece,4046369.829
1377,2021,6,Buyukcekmece,3018949.93
1378,2021,7,Buyukcekmece,2218954.947
1379,2021,8,Buyukcekmece,2341473.028
1380,2021,9,Buyukcekmece,2844820.94
1381,2021,10,Buyukcekmece,6340544.731
1382,2021,11,Buyukcekmece,12397755.327
1383,2021,12,Buyukcekmece,20042415.092
1384,2022,1,Buyukcekmece,25194409.588
1385,2022,2,Buyukcekmece,20885313.62
1386,2022,3,Buyukcekmece,25315944.745
1387,2022,4,Buyukcekmece,10601005.057
1388,2022,5,Buyukcekmece,5590736.032
1389,2022,6,Buyukcekmece,3102175.839
1390,2022,7,Buyukcekmece,2517706.321
1391,2022,8,Buyukcekmece,2596803.012
1392,2022,9,Buyukcekmece,2870329.816
1393,2022,10,Buyukcekmece,4918980.265
1394,2022,11,Buyukcekmece,9557345.686
1395,2022,12,Buyukcekmece,17385431.149
1396,2023,1,Buyukcekmece,19411829.607
1397,2023,2,Buyukcekmece,21967222.718
1398,2023,3,Buyukcekmece,18963045.681
1399,2023,4,Buyukcekmece,11444856.55
1400,2015,1,Catalca,167280.328
1401,2015,2,Catalca,143109.327
1402,2015,3,Catalca,140944.389
1403,2015,4,Catalca,97172.972
1404,2015,5,Catalca,35513.148
1405,2015,6,Catalca,30943.011
1406,2015,7,Catalca,28831.605
1407,2015,8,Catalca,29285.183
1408,2015,9,Catalca,31784.448
1409,2015,10,Catalca,58414.446
1410,2015,11,Catalca,106734.06
1411,2015,12,Catalca,203852.199
1412,2016,1,Catalca,260438.129
1413,2016,2,Catalca,187786.906
1414,2016,3,Catalca,179568.014
1415,2016,4,Catalca,75004.812
1416,2016,5,Catalca,63895.536
1417,2016,6,Catalca,40895.393
1418,2016,7,Catalca,34697.845
1419,2016,8,Catalca,711277.622
1420,2016,9,Catalca,626187.758
1421,2016,10,Catalca,1220382.678
1422,2016,11,Catalca,2021898.173
1423,2016,12,Catalca,3181353.02
1424,2017,1,Catalca,3578764.434
1425,2017,2,Catalca,2787268.012
1426,2017,3,Catalca,2432984.596
1427,2017,4,Catalca,1725854.068
1428,2017,5,Catalca,1020951.747
1429,2017,6,Catalca,644049.814
1430,2017,7,Catalca,724005.512
1431,2017,8,Catalca,738967.658
1432,2017,9,Catalca,690063.08
1433,2017,10,Catalca,1358272.681
1434,2017,11,Catalca,2043472.199
1435,2017,12,Catalca,2514094.15
1436,2018,1,Catalca,3449248.438
1437,2018,2,Catalca,3105419.911
1438,2018,3,Catalca,3150736.233
1439,2018,4,Catalca,1675289.995
1440,2018,5,Catalca,1080049.177
1441,2018,6,Catalca,780966.407
1442,2018,7,Catalca,769677.947
1443,2018,8,Catalca,825025.42
1444,2018,9,Catalca,1274745.905
1445,2018,10,Catalca,1880176.135
1446,2018,11,Catalca,2985427.75
1447,2018,12,Catalca,4378163.626
1448,2019,1,Catalca,4491593.014
1449,2019,2,Catalca,3722949.382
1450,2019,3,Catalca,3537101.758
1451,2019,4,Catalca,3290900.965
1452,2019,5,Catalca,1908060.925
1453,2019,6,Catalca,1149300.041
1454,2019,7,Catalca,1483820.579
1455,2019,8,Catalca,1172034.626
1456,2019,9,Catalca,1342770.344
1457,2019,10,Catalca,1707812.59
1458,2019,11,Catalca,2167391.647
1459,2019,12,Catalca,4131557.683
1460,2020,1,Catalca,5393195.274
1461,2020,2,Catalca,4550664.541
1462,2020,3,Catalca,4212273.85
1463,2020,4,Catalca,3118753.451
1464,2020,5,Catalca,1512025.068
1465,2020,6,Catalca,1404698.589
1466,2020,7,Catalca,1261344.071
1467,2020,8,Catalca,1324168.115
1468,2020,9,Catalca,1501540.078
1469,2020,10,Catalca,1718356.053
1470,2020,11,Catalca,3891702.671
1471,2020,12,Catalca,4926741.88
1472,2021,1,Catalca,5287548.263
1473,2021,2,Catalca,4880134.342
1474,2021,3,Catalca,5730055.69
1475,2021,4,Catalca,4008879.038
1476,2021,5,Catalca,1537812.392
1477,2021,6,Catalca,1421864.986
1478,2021,7,Catalca,1054344.227
1479,2021,8,Catalca,1277796.639
1480,2021,9,Catalca,1407701.575
1481,2021,10,Catalca,2431142.563
1482,2021,11,Catalca,3776034.635
1483,2021,12,Catalca,5338762.034
1484,2022,1,Catalca,6256418.377
1485,2022,2,Catalca,5393704.777
1486,2022,3,Catalca,6455555.917
1487,2022,4,Catalca,3269858.081
1488,2022,5,Catalca,2056733.821
1489,2022,6,Catalca,1475880.726
1490,2022,7,Catalca,1154850.286
1491,2022,8,Catalca,1312897.065
1492,2022,9,Catalca,1408943.559
1493,2022,10,Catalca,1962038.456
1494,2022,11,Catalca,3128694.131
1495,2022,12,Catalca,4800028.116
1496,2023,1,Catalca,5314762.881
1497,2023,2,Catalca,5768309.21
1498,2023,3,Catalca,5210812.559
1499,2023,4,Catalca,3352108.764
1500,2015,1,Cekmekoy,15530369.371
1501,2015,2,Cekmekoy,13604773.099
1502,2015,3,Cekmekoy,13270977.434
1503,2015,4,Cekmekoy,8862446.894
1504,2015,5,Cekmekoy,3455685.198
1505,2015,6,Cekmekoy,2658709.794
1506,2015,7,Cekmekoy,2236526.942
1507,2015,8,Cekmekoy,2145345.225
1508,2015,9,Cekmekoy,2255512.183
1509,2015,10,Cekmekoy,4243783.618
1510,2015,11,Cekmekoy,7355942.799
1511,2015,12,Cekmekoy,14258892.386
1512,2016,1,Cekmekoy,16702880.026
1513,2016,2,Cekmekoy,11387868.065
1514,2016,3,Cekmekoy,10918796.477
1515,2016,4,Cekmekoy,4442210.104
1516,2016,5,Cekmekoy,3559089.201
1517,2016,6,Cekmekoy,2392481.562
1518,2016,7,Cekmekoy,1896071.368
1519,2016,8,Cekmekoy,1956409.177
1520,2016,9,Cekmekoy,2356084.778
1521,2016,10,Cekmekoy,5038364.882
1522,2016,11,Cekmekoy,10267919.383
1523,2016,12,Cekmekoy,18766273.183
1524,2017,1,Cekmekoy,20975991.598
1525,2017,2,Cekmekoy,15468490.939
1526,2017,3,Cekmekoy,13089896.247
1527,2017,4,Cekmekoy,9023859.235
1528,2017,5,Cekmekoy,4144929.683
1529,2017,6,Cekmekoy,2517883.981
1530,2017,7,Cekmekoy,2190109.284
1531,2017,8,Cekmekoy,2329406.737
1532,2017,9,Cekmekoy,2470163.591
1533,2017,10,Cekmekoy,5347949.372
1534,2017,11,Cekmekoy,10604127.845
1535,2017,12,Cekmekoy,13904913.255
1536,2018,1,Cekmekoy,17337261.111
1537,2018,2,Cekmekoy,15448675.316
1538,2018,3,Cekmekoy,13274279.181
1539,2018,4,Cekmekoy,6850874.66
1540,2018,5,Cekmekoy,4136922.177
1541,2018,6,Cekmekoy,2589216.378
1542,2018,7,Cekmekoy,2607966.126
1543,2018,8,Cekmekoy,2314226.599
1544,2018,9,Cekmekoy,2820751.812
1545,2018,10,Cekmekoy,4668873.723
1546,2018,11,Cekmekoy,10148222.299
1547,2018,12,Cekmekoy,17990313.41
1548,2019,1,Cekmekoy,19039992.244
1549,2019,2,Cekmekoy,16245422.251
1550,2019,3,Cekmekoy,13982561.173
1551,2019,4,Cekmekoy,10243931.881
1552,2019,5,Cekmekoy,4042151.417
1553,2019,6,Cekmekoy,2442002.966
1554,2019,7,Cekmekoy,2532107.391
1555,2019,8,Cekmekoy,2285379.903
1556,2019,9,Cekmekoy,2637376.546
1557,2019,10,Cekmekoy,3778952.058
1558,2019,11,Cekmekoy,6230940.216
1559,2019,12,Cekmekoy,15103002.541
1560,2020,1,Cekmekoy,19872765.907
1561,2020,2,Cekmekoy,16315182.559
1562,2020,3,Cekmekoy,14192493.456
1563,2020,4,Cekmekoy,9197339.106
1564,2020,5,Cekmekoy,3820834.789
1565,2020,6,Cekmekoy,3024726.177
1566,2020,7,Cekmekoy,2556570.294
1567,2020,8,Cekmekoy,2376569.644
1568,2020,9,Cekmekoy,2633684.017
1569,2020,10,Cekmekoy,3556504.523
1570,2020,11,Cekmekoy,11147479.692
1571,2020,12,Cekmekoy,14947210.06
1572,2021,1,Cekmekoy,16969086.56
1573,2021,2,Cekmekoy,16155306.064
1574,2021,3,Cekmekoy,18660250.85
1575,2021,4,Cekmekoy,12021885.423
1576,2021,5,Cekmekoy,3931776.223
1577,2021,6,Cekmekoy,3290598.449
1578,2021,7,Cekmekoy,2436074.334
1579,2021,8,Cekmekoy,2548298.457
1580,2021,9,Cekmekoy,3158005.983
1581,2021,10,Cekmekoy,6782338.107
1582,2021,11,Cekmekoy,11455141.759
1583,2021,12,Cekmekoy,17721545.621
1584,2022,1,Cekmekoy,21907844.55
1585,2022,2,Cekmekoy,18501333.469
1586,2022,3,Cekmekoy,22678814.75
1587,2022,4,Cekmekoy,9448051.926
1588,2022,5,Cekmekoy,5198678.63
1589,2022,6,Cekmekoy,3115693.984
1590,2022,7,Cekmekoy,2531926.728
1591,2022,8,Cekmekoy,2685390.114
1592,2022,9,Cekmekoy,2954039.252
1593,2022,10,Cekmekoy,5186461.608
1594,2022,11,Cekmekoy,8912203.435
1595,2022,12,Cekmekoy,14926528.976
1596,2023,1,Cekmekoy,17130875.059
1597,2023,2,Cekmekoy,19300423.5
1598,2023,3,Cekmekoy,16452143.579
1599,2023,4,Cekmekoy,9927362.475
1600,2015,1,Esenler,19816552.207
1601,2015,2,Esenler,17229825.736
1602,2015,3,Esenler,16050506.543
1603,2015,4,Esenler,9428602.057
1604,2015,5,Esenler,3244432.633
1605,2015,6,Esenler,2564043.723
1606,2015,7,Esenler,2131784.492
1607,2015,8,Esenler,2027233.296
1608,2015,9,Esenler,2311807.524
1609,2015,10,Esenler,4298964.432
1610,2015,11,Esenler,7508496.633
1611,2015,12,Esenler,16595227.838
1612,2016,1,Esenler,21073198.652
1613,2016,2,Esenler,14257535.402
1614,2016,3,Esenler,12873305.421
1615,2016,4,Esenler,4787361.884
1616,2016,5,Esenler,3594743.105
1617,2016,6,Esenler,2646268.468
1618,2016,7,Esenler,2091055.533
1619,2016,8,Esenler,2276956.453
1620,2016,9,Esenler,2459187.331
1621,2016,10,Esenler,4984232.644
1622,2016,11,Esenler,12110879.356
1623,2016,12,Esenler,22551425.81
1624,2017,1,Esenler,26953907.209
1625,2017,2,Esenler,20211573.432
1626,2017,3,Esenler,16070952.385
1627,2017,4,Esenler,9993906.484
1628,2017,5,Esenler,4238378.95
1629,2017,6,Esenler,2668414.415
1630,2017,7,Esenler,2421511.424
1631,2017,8,Esenler,2373628.845
1632,2017,9,Esenler,2499876.689
1633,2017,10,Esenler,4842208.039
1634,2017,11,Esenler,11306075.927
1635,2017,12,Esenler,14565518.074
1636,2018,1,Esenler,22852456.595
1637,2018,2,Esenler,18241960.603
1638,2018,3,Esenler,16900130.402
1639,2018,4,Esenler,7503361.29
1640,2018,5,Esenler,4026264.155
1641,2018,6,Esenler,2679577.76
1642,2018,7,Esenler,2536518.916
1643,2018,8,Esenler,2185470.334
1644,2018,9,Esenler,2741750.719
1645,2018,10,Esenler,4251328.025
1646,2018,11,Esenler,11200804.103
1647,2018,12,Esenler,22351448.321
1648,2019,1,Esenler,24516859.626
1649,2019,2,Esenler,19747310.5
1650,2019,3,Esenler,16863507.457
1651,2019,4,Esenler,11629172.929
1652,2019,5,Esenler,4462801.752
1653,2019,6,Esenler,2622899.582
1654,2019,7,Esenler,2682550.923
1655,2019,8,Esenler,2422177.218
1656,2019,9,Esenler,2841397.174
1657,2019,10,Esenler,3732368.439
1658,2019,11,Esenler,6045965.686
1659,2019,12,Esenler,16739395.112
1660,2020,1,Esenler,23725736.773
1661,2020,2,Esenler,19398084.457
1662,2020,3,Esenler,16727314.098
1663,2020,4,Esenler,10610733.674
1664,2020,5,Esenler,4226130.68
1665,2020,6,Esenler,3235331.478
1666,2020,7,Esenler,2656383.63
1667,2020,8,Esenler,2511248.023
1668,2020,9,Esenler,2815028.584
1669,2020,10,Esenler,3495874.577
1670,2020,11,Esenler,11614764.048
1671,2020,12,Esenler,16451150.235
1672,2021,1,Esenler,19311364.881
1673,2021,2,Esenler,18557696.64
1674,2021,3,Esenler,21179430.756
1675,2021,4,Esenler,13282373.485
1676,2021,5,Esenler,4053784.61
1677,2021,6,Esenler,3290811.371
1678,2021,7,Esenler,2394927.51
1679,2021,8,Esenler,2471836.958
1680,2021,9,Esenler,2963928.067
1681,2021,10,Esenler,5795951.468
1682,2021,11,Esenler,11283890.532
1683,2021,12,Esenler,19008225.481
1684,2022,1,Esenler,24639309.36
1685,2022,2,Esenler,20530117.631
1686,2022,3,Esenler,24850912.992
1687,2022,4,Esenler,9684822.146
1688,2022,5,Esenler,5275670.753
1689,2022,6,Esenler,3156230.108
1690,2022,7,Esenler,2594326.344
1691,2022,8,Esenler,2673521.812
1692,2022,9,Esenler,2955336.278
1693,2022,10,Esenler,4355410.99
1694,2022,11,Esenler,8143099.919
1695,2022,12,Esenler,15610992.985
1696,2023,1,Esenler,18367627.627
1697,2023,2,Esenler,21077517.643
1698,2023,3,Esenler,17386009.685
1699,2023,4,Esenler,10580701.335
1700,2015,1,Esenyurt,44809188.363
1701,2015,2,Esenyurt,40333560.033
1702,2015,3,Esenyurt,39373744.982
1703,2015,4,Esenyurt,27077172.621
1704,2015,5,Esenyurt,14974992.811
1705,2015,6,Esenyurt,13828557.93
1706,2015,7,Esenyurt,11950625.874
1707,2015,8,Esenyurt,12816135.983
1708,2015,9,Esenyurt,12510126.993
1709,2015,10,Esenyurt,18107300.191
1710,2015,11,Esenyurt,24774439.857
1711,2015,12,Esenyurt,43062002.226
1712,2016,1,Esenyurt,51453146.29
1713,2016,2,Esenyurt,37293806.4
1714,2016,3,Esenyurt,35895279.646
1715,2016,4,Esenyurt,18888845.34
1716,2016,5,Esenyurt,17082175.701
1717,2016,6,Esenyurt,14223912.082
1718,2016,7,Esenyurt,11343116.749
1719,2016,8,Esenyurt,13631885.854
1720,2016,9,Esenyurt,12541865.431
1721,2016,10,Esenyurt,20020969.927
1722,2016,11,Esenyurt,35027929.633
1723,2016,12,Esenyurt,56713385.958
1724,2017,1,Esenyurt,65768154.59
1725,2017,2,Esenyurt,52671401.476
1726,2017,3,Esenyurt,44619548.478
1727,2017,4,Esenyurt,31215660.318
1728,2017,5,Esenyurt,18831408.885
1729,2017,6,Esenyurt,14242151.959
1730,2017,7,Esenyurt,14870636.405
1731,2017,8,Esenyurt,14854524.307
1732,2017,9,Esenyurt,13986621.717
1733,2017,10,Esenyurt,21241922.611
1734,2017,11,Esenyurt,36659063.537
1735,2017,12,Esenyurt,42937533.031
1736,2018,1,Esenyurt,62639866.758
1737,2018,2,Esenyurt,51362964.343
1738,2018,3,Esenyurt,50847354.177
1739,2018,4,Esenyurt,28018287.828
1740,2018,5,Esenyurt,20630074.297
1741,2018,6,Esenyurt,15438747.505
1742,2018,7,Esenyurt,16321436.136
1743,2018,8,Esenyurt,13161850.237
1744,2018,9,Esenyurt,16211299.552
1745,2018,10,Esenyurt,21129922.727
1746,2018,11,Esenyurt,37326372.787
1747,2018,12,Esenyurt,63118385.466
1748,2019,1,Esenyurt,68683197.506
1749,2019,2,Esenyurt,56344036.667
1750,2019,3,Esenyurt,50864391.803
1751,2019,4,Esenyurt,38472643.842
1752,2019,5,Esenyurt,22492227.017
1753,2019,6,Esenyurt,15224987.078
1754,2019,7,Esenyurt,18626068.501
1755,2019,8,Esenyurt,15562337.965
1756,2019,9,Esenyurt,18414267.903
1757,2019,10,Esenyurt,21577238.031
1758,2019,11,Esenyurt,27093157.519
1759,2019,12,Esenyurt,51736945.355
1760,2020,1,Esenyurt,69458106.215
1761,2020,2,Esenyurt,58922984.582
1762,2020,3,Esenyurt,50394699.934
1763,2020,4,Esenyurt,31064656.865
1764,2020,5,Esenyurt,17203574.674
1765,2020,6,Esenyurt,17773416.71
1766,2020,7,Esenyurt,17244089.881
1767,2020,8,Esenyurt,16831040.512
1768,2020,9,Esenyurt,18912133.485
1769,2020,10,Esenyurt,21237075.257
1770,2020,11,Esenyurt,43120292.481
1771,2020,12,Esenyurt,55684124.326
1772,2021,1,Esenyurt,62430332.519
1773,2021,2,Esenyurt,59821239.208
1774,2021,3,Esenyurt,67597759.757
1775,2021,4,Esenyurt,47248066.579
1776,2021,5,Esenyurt,21662172.115
1777,2021,6,Esenyurt,21625289.693
1778,2021,7,Esenyurt,16886756.346
1779,2021,8,Esenyurt,19437637.098
1780,2021,9,Esenyurt,21144269.351
1781,2021,10,Esenyurt,29576562.592
1782,2021,11,Esenyurt,43720106.829
1783,2021,12,Esenyurt,65080725.449
1784,2022,1,Esenyurt,79342192.032
1785,2022,2,Esenyurt,66594517.056
1786,2022,3,Esenyurt,79742862.665
1787,2022,4,Esenyurt,38507330.74
1788,2022,5,Esenyurt,25878299.66
1789,2022,6,Esenyurt,22329809.188
1790,2022,7,Esenyurt,17565024.573
1791,2022,8,Esenyurt,19968405.079
1792,2022,9,Esenyurt,20450704.503
1793,2022,10,Esenyurt,24773783.208
1794,2022,11,Esenyurt,35226785.928
1795,2022,12,Esenyurt,55038957.127
1796,2023,1,Esenyurt,61818847.45
1797,2023,2,Esenyurt,68357589.524
1798,2023,3,Esenyurt,58816036.458
1799,2023,4,Esenyurt,38441473.115
1800,2015,1,Eyupsultan,25123888.464
1801,2015,2,Eyupsultan,21699797.266
1802,2015,3,Eyupsultan,21190963.816
1803,2015,4,Eyupsultan,14249739.765
1804,2015,5,Eyupsultan,6563807.408
1805,2015,6,Eyupsultan,5313621.57
1806,2015,7,Eyupsultan,4395393.653
1807,2015,8,Eyupsultan,4531189.655
1808,2015,9,Eyupsultan,4406778.273
1809,2015,10,Eyupsultan,7854180.868
1810,2015,11,Eyupsultan,12186177.707
1811,2015,12,Eyupsultan,22235328.193
1812,2016,1,Eyupsultan,26423635.465
1813,2016,2,Eyupsultan,18913211.882
1814,2016,3,Eyupsultan,17867126.974
1815,2016,4,Eyupsultan,8450812.17
1816,2016,5,Eyupsultan,6646704.987
1817,2016,6,Eyupsultan,4981719.884
1818,2016,7,Eyupsultan,4134054.146
1819,2016,8,Eyupsultan,4402251.692
1820,2016,9,Eyupsultan,4524442.659
1821,2016,10,Eyupsultan,8261914.795
1822,2016,11,Eyupsultan,16527018.162
1823,2016,12,Eyupsultan,28421052.636
1824,2017,1,Eyupsultan,31724734.0
1825,2017,2,Eyupsultan,23317735.691
1826,2017,3,Eyupsultan,21452170.179
1827,2017,4,Eyupsultan,14660966.564
1828,2017,5,Eyupsultan,7409062.634
1829,2017,6,Eyupsultan,4663433.792
1830,2017,7,Eyupsultan,4700455.209
1831,2017,8,Eyupsultan,4666838.122
1832,2017,9,Eyupsultan,4696880.102
1833,2017,10,Eyupsultan,8979386.31200001
1834,2017,11,Eyupsultan,16671192.072
1835,2017,12,Eyupsultan,19155413.832
1836,2018,1,Eyupsultan,28368182.834
1837,2018,2,Eyupsultan,23008454.301
1838,2018,3,Eyupsultan,22042894.071
1839,2018,4,Eyupsultan,12287027.176
1840,2018,5,Eyupsultan,7921603.896
1841,2018,6,Eyupsultan,4849679.244
1842,2018,7,Eyupsultan,4937266.248
1843,2018,8,Eyupsultan,4472189.939
1844,2018,9,Eyupsultan,4844250.739
1845,2018,10,Eyupsultan,6865880.517
1846,2018,11,Eyupsultan,15310228.087
1847,2018,12,Eyupsultan,28436551.647
1848,2019,1,Eyupsultan,30906343.735
1849,2019,2,Eyupsultan,25422433.212
1850,2019,3,Eyupsultan,21540310.137
1851,2019,4,Eyupsultan,15079732.923
1852,2019,5,Eyupsultan,6548823.398
1853,2019,6,Eyupsultan,3993606.846
1854,2019,7,Eyupsultan,5307362.016
1855,2019,8,Eyupsultan,4544146.001
1856,2019,9,Eyupsultan,5651446.02800001
1857,2019,10,Eyupsultan,7124614.12
1858,2019,11,Eyupsultan,10308834.857
1859,2019,12,Eyupsultan,22822137.136
1860,2020,1,Eyupsultan,28974768.766
1861,2020,2,Eyupsultan,23844137.414
1862,2020,3,Eyupsultan,20550056.868
1863,2020,4,Eyupsultan,14273672.986
1864,2020,5,Eyupsultan,5858694.872
1865,2020,6,Eyupsultan,5902243.724
1866,2020,7,Eyupsultan,5006524.746
1867,2020,8,Eyupsultan,4984469.225
1868,2020,9,Eyupsultan,5533982.162
1869,2020,10,Eyupsultan,6761767.411
1870,2020,11,Eyupsultan,17874004.898
1871,2020,12,Eyupsultan,23229808.038
1872,2021,1,Eyupsultan,26513977.935
1873,2021,2,Eyupsultan,25001046.529
1874,2021,3,Eyupsultan,29821781.976
1875,2021,4,Eyupsultan,19560153.568
1876,2021,5,Eyupsultan,6704553.229
1877,2021,6,Eyupsultan,6302380.166
1878,2021,7,Eyupsultan,4812482.029
1879,2021,8,Eyupsultan,4731365.925
1880,2021,9,Eyupsultan,5423052.215
1881,2021,10,Eyupsultan,10357481.178
1882,2021,11,Eyupsultan,16710018.356
1883,2021,12,Eyupsultan,25599960.723
1884,2022,1,Eyupsultan,31623406.316
1885,2022,2,Eyupsultan,27101474.967
1886,2022,3,Eyupsultan,32521404.008
1887,2022,4,Eyupsultan,14787923.474
1888,2022,5,Eyupsultan,8717000.846
1889,2022,6,Eyupsultan,5660174.49
1890,2022,7,Eyupsultan,5265706.158
1891,2022,8,Eyupsultan,5477056.499
1892,2022,9,Eyupsultan,6170996.829
1893,2022,10,Eyupsultan,9240455.257
1894,2022,11,Eyupsultan,14364955.941
1895,2022,12,Eyupsultan,22466403.919
1896,2023,1,Eyupsultan,25526045.783
1897,2023,2,Eyupsultan,27844057.073
1898,2023,3,Eyupsultan,23871765.988
1899,2023,4,Eyupsultan,14938222.683
1900,2015,1,Fatih,29584683.914
1901,2015,2,Fatih,25907432.831
1902,2015,3,Fatih,24813984.548
1903,2015,4,Fatih,16063796.403
1904,2015,5,Fatih,5922686.05
1905,2015,6,Fatih,4494259.677
1906,2015,7,Fatih,3859319.71
1907,2015,8,Fatih,3806418.266
1908,2015,9,Fatih,4132853.633
1909,2015,10,Fatih,7283524.555
1910,2015,11,Fatih,12779293.021
1911,2015,12,Fatih,25167143.942
1912,2016,1,Fatih,30035896.875
1913,2016,2,Fatih,21468658.566
1914,2016,3,Fatih,20205937.738
1915,2016,4,Fatih,7919390.187
1916,2016,5,Fatih,6076754.235
1917,2016,6,Fatih,4197134.774
1918,2016,7,Fatih,3338826.888
1919,2016,8,Fatih,3630704.993
1920,2016,9,Fatih,3967907.248
1921,2016,10,Fatih,7792549.801
1922,2016,11,Fatih,17779749.961
1923,2016,12,Fatih,30995989.238
1924,2017,1,Fatih,35783171.553
1925,2017,2,Fatih,27702450.97
1926,2017,3,Fatih,23462693.858
1927,2017,4,Fatih,15494057.444
1928,2017,5,Fatih,6864554.182
1929,2017,6,Fatih,4222373.333
1930,2017,7,Fatih,4001653.967
1931,2017,8,Fatih,4000871.313
1932,2017,9,Fatih,4142506.066
1933,2017,10,Fatih,7880379.566
1934,2017,11,Fatih,17149027.063
1935,2017,12,Fatih,20241261.001
1936,2018,1,Fatih,30677540.696
1937,2018,2,Fatih,24570269.659
1938,2018,3,Fatih,24146938.321
1939,2018,4,Fatih,11857859.694
1940,2018,5,Fatih,6481638.195
1941,2018,6,Fatih,4312193.839
1942,2018,7,Fatih,4409160.673
1943,2018,8,Fatih,3846165.708
1944,2018,9,Fatih,4515152.101
1945,2018,10,Fatih,6779409.212
1946,2018,11,Fatih,15835925.793
1947,2018,12,Fatih,29685243.282
1948,2019,1,Fatih,32314487.624
1949,2019,2,Fatih,26687159.814
1950,2019,3,Fatih,23629889.85
1951,2019,4,Fatih,17080135.669
1952,2019,5,Fatih,6995439.679
1953,2019,6,Fatih,4336089.742
1954,2019,7,Fatih,4650465.419
1955,2019,8,Fatih,4176604.428
1956,2019,9,Fatih,4712145.561
1957,2019,10,Fatih,6060421.613
1958,2019,11,Fatih,9162240.664
1959,2019,12,Fatih,22808087.399
1960,2020,1,Fatih,31042463.662
1961,2020,2,Fatih,25866756.905
1962,2020,3,Fatih,20707220.534
1963,2020,4,Fatih,13428495.223
1964,2020,5,Fatih,5221995.01900001
1965,2020,6,Fatih,3854963.721
1966,2020,7,Fatih,3324602.262
1967,2020,8,Fatih,3307438.416
1968,2020,9,Fatih,3738209.866
1969,2020,10,Fatih,4822800.862
1970,2020,11,Fatih,14955498.625
1971,2020,12,Fatih,20235898.756
1972,2021,1,Fatih,23688870.149
1973,2021,2,Fatih,22741627.664
1974,2021,3,Fatih,26445560.291
1975,2021,4,Fatih,17179892.281
1976,2021,5,Fatih,5360777.022
1977,2021,6,Fatih,4763284.495
1978,2021,7,Fatih,3873060.304
1979,2021,8,Fatih,4036789.785
1980,2021,9,Fatih,4598355.007
1981,2021,10,Fatih,8829240.161
1982,2021,11,Fatih,15734427.52
1983,2021,12,Fatih,24882890.316
1984,2022,1,Fatih,31288795.994
1985,2022,2,Fatih,26338576.438
1986,2022,3,Fatih,32583768.317
1987,2022,4,Fatih,14058068.856
1988,2022,5,Fatih,8174064.424
1989,2022,6,Fatih,5266131.381
1990,2022,7,Fatih,4470439.103
1991,2022,8,Fatih,4509114.059
1992,2022,9,Fatih,4906070.992
1993,2022,10,Fatih,7209159.952
1994,2022,11,Fatih,12108530.996
1995,2022,12,Fatih,20825358.256
1996,2023,1,Fatih,23521936.894
1997,2023,2,Fatih,26697444.176
1998,2023,3,Fatih,22348687.696
1999,2023,4,Fatih,13239422.168
2000,2015,1,Gaziosmanpasa,25062326.014
2001,2015,2,Gaziosmanpasa,21786642.688
2002,2015,3,Gaziosmanpasa,20825423.301
2003,2015,4,Gaziosmanpasa,13075141.427
2004,2015,5,Gaziosmanpasa,5481869.614
2005,2015,6,Gaziosmanpasa,4383677.096
2006,2015,7,Gaziosmanpasa,3698411.314
2007,2015,8,Gaziosmanpasa,3652354.759
2008,2015,9,Gaziosmanpasa,3860566.542
2009,2015,10,Gaziosmanpasa,6942372.8
2010,2015,11,Gaziosmanpasa,11058836.259
2011,2015,12,Gaziosmanpasa,21775506.437
2012,2016,1,Gaziosmanpasa,26933022.157
2013,2016,2,Gaziosmanpasa,18678362.443
2014,2016,3,Gaziosmanpasa,17518729.057
2015,2016,4,Gaziosmanpasa,7394445.152
2016,2016,5,Gaziosmanpasa,5897516.532
2017,2016,6,Gaziosmanpasa,4577922.933
2018,2016,7,Gaziosmanpasa,3608306.669
2019,2016,8,Gaziosmanpasa,4130402.62
2020,2016,9,Gaziosmanpasa,4148381.687
2021,2016,10,Gaziosmanpasa,7777422.773
2022,2016,11,Gaziosmanpasa,16397718.515
2023,2016,12,Gaziosmanpasa,28310017.038
2024,2017,1,Gaziosmanpasa,33198924.767
2025,2017,2,Gaziosmanpasa,24734668.749
2026,2017,3,Gaziosmanpasa,20747818.211
2027,2017,4,Gaziosmanpasa,13778046.689
2028,2017,5,Gaziosmanpasa,6649794.305
2029,2017,6,Gaziosmanpasa,4341200.393
2030,2017,7,Gaziosmanpasa,4113905.683
2031,2017,8,Gaziosmanpasa,4080826.31
2032,2017,9,Gaziosmanpasa,4166140.623
2033,2017,10,Gaziosmanpasa,7706780.092
2034,2017,11,Gaziosmanpasa,15540925.155
2035,2017,12,Gaziosmanpasa,18496508.859
2036,2018,1,Gaziosmanpasa,28052581.137
2037,2018,2,Gaziosmanpasa,22748253.131
2038,2018,3,Gaziosmanpasa,21404551.942
2039,2018,4,Gaziosmanpasa,10634388.358
2040,2018,5,Gaziosmanpasa,6368906.578
2041,2018,6,Gaziosmanpasa,4180089.704
2042,2018,7,Gaziosmanpasa,4136937.525
2043,2018,8,Gaziosmanpasa,3536626.596
2044,2018,9,Gaziosmanpasa,4396353.846
