,Years,Months,Districts,Amounts_(m3)
2715,2016,4,Pendik,11921640.475
2716,2016,5,Pendik,9627303.82200001
2717,2016,6,Pendik,7106275.231
2718,2016,7,Pendik,5818709.983
2719,2016,8,Pendik,6528965.575
2720,2016,9,Pendik,6257843.033
2721,2016,10,Pendik,12729345.664
2722,2016,11,Pendik,26494242.896
2723,2016,12,Pendik,49141043.899
2724,2017,1,Pendik,59652314.158
2725,2017,2,Pendik,44423610.305
2726,2017,3,Pendik,38228627.776
2727,2017,4,Pendik,26621766.61
2728,2017,5,Pendik,15040509.133
2729,2017,6,Pendik,10909805.737
2730,2017,7,Pendik,10720727.354
2731,2017,8,Pendik,10557771.107
2732,2017,9,Pendik,10615675.983
2733,2017,10,Pendik,17269860.0
2734,2017,11,Pendik,29610101.428
2735,2017,12,Pendik,39884734.177
2736,2018,1,Pendik,49841952.3
2737,2018,2,Pendik,44418127.87
2738,2018,3,Pendik,39021253.232
2739,2018,4,Pendik,21773726.747
2740,2018,5,Pendik,15652677.278
2741,2018,6,Pendik,11330683.448
2742,2018,7,Pendik,11927575.369
2743,2018,8,Pendik,10431819.975
2744,2018,9,Pendik,11720281.445
2745,2018,10,Pendik,14789256.305
2746,2018,11,Pendik,29081473.889
2747,2018,12,Pendik,49692586.601
2748,2019,1,Pendik,53269263.173
2749,2019,2,Pendik,45871363.022
2750,2019,3,Pendik,39806941.694
2751,2019,4,Pendik,29494541.243
2752,2019,5,Pendik,14799247.366
2753,2019,6,Pendik,9852808.223
2754,2019,7,Pendik,11564021.422
2755,2019,8,Pendik,10185910.301
2756,2019,9,Pendik,11570069.868
2757,2019,10,Pendik,13766969.051
2758,2019,11,Pendik,18903365.674
2759,2019,12,Pendik,41456664.509
2760,2020,1,Pendik,55343749.604
2761,2020,2,Pendik,45382406.882
2762,2020,3,Pendik,40153152.901
2763,2020,4,Pendik,26654162.34
2764,2020,5,Pendik,12857131.163
2765,2020,6,Pendik,11819132.454
2766,2020,7,Pendik,10854366.283
2767,2020,8,Pendik,10698628.556
2768,2020,9,Pendik,11779822.766
2769,2020,10,Pendik,13737663.343
2770,2020,11,Pendik,30987275.43
2771,2020,12,Pendik,41744403.605
2772,2021,1,Pendik,47334568.735
2773,2021,2,Pendik,45668312.479
2774,2021,3,Pendik,52095815.576
2775,2021,4,Pendik,35035476.481
2776,2021,5,Pendik,14212919.905
2777,2021,6,Pendik,13856718.118
2778,2021,7,Pendik,10982199.202
2779,2021,8,Pendik,12111108.28
2780,2021,9,Pendik,13112177.346
2781,2021,10,Pendik,19829001.585
2782,2021,11,Pendik,31396391.006
2783,2021,12,Pendik,47196827.562
2784,2022,1,Pendik,58397210.987
2785,2022,2,Pendik,49155747.999
2786,2022,3,Pendik,60311872.729
2787,2022,4,Pendik,26641847.42
2788,2022,5,Pendik,17034041.283
2789,2022,6,Pendik,12383225.234
2790,2022,7,Pendik,10200191.525
2791,2022,8,Pendik,12019303.87
2792,2022,9,Pendik,11951214.851
2793,2022,10,Pendik,16106458.692
2794,2022,11,Pendik,24753436.703
2795,2022,12,Pendik,39873339.904
2796,2023,1,Pendik,45448743.221
2797,2023,2,Pendik,51126835.251
2798,2023,3,Pendik,43892301.434
2799,2023,4,Pendik,26342381.729
2800,2015,1,Sancaktepe,18819677.671
2801,2015,2,Sancaktepe,16405990.926
2802,2015,3,Sancaktepe,16113261.248
2803,2015,4,Sancaktepe,10636224.41
2804,2015,5,Sancaktepe,4299463.624
2805,2015,6,Sancaktepe,3511670.023
2806,2015,7,Sancaktepe,3368382.399
2807,2015,8,Sancaktepe,3320904.857
2808,2015,9,Sancaktepe,3395612.308
2809,2015,10,Sancaktepe,5892953.41
2810,2015,11,Sancaktepe,9274777.182
2811,2015,12,Sancaktepe,18860472.595
2812,2016,1,Sancaktepe,21871594.562
2813,2016,2,Sancaktepe,14371890.967
2814,2016,3,Sancaktepe,14431774.327
2815,2016,4,Sancaktepe,6008564.591
2816,2016,5,Sancaktepe,5009353.076
2817,2016,6,Sancaktepe,3576601.379
2818,2016,7,Sancaktepe,3240281.91
2819,2016,8,Sancaktepe,3518213.793
2820,2016,9,Sancaktepe,3539175.806
2821,2016,10,Sancaktepe,6909572.416
2822,2016,11,Sancaktepe,13835027.537
2823,2016,12,Sancaktepe,25454496.564
2824,2017,1,Sancaktepe,28691512.985
2825,2017,2,Sancaktepe,21406167.009
2826,2017,3,Sancaktepe,17821837.099
2827,2017,4,Sancaktepe,11998247.591
2828,2017,5,Sancaktepe,5906029.165
2829,2017,6,Sancaktepe,4114356.689
2830,2017,7,Sancaktepe,4006898.75
2831,2017,8,Sancaktepe,3984507.033
2832,2017,9,Sancaktepe,4059115.483
2833,2017,10,Sancaktepe,7404740.391
2834,2017,11,Sancaktepe,14709979.773
2835,2017,12,Sancaktepe,19976417.685
2836,2018,1,Sancaktepe,25334458.105
2837,2018,2,Sancaktepe,22351905.752
2838,2018,3,Sancaktepe,18852666.391
2839,2018,4,Sancaktepe,9832079.52199999
2840,2018,5,Sancaktepe,6253945.021
2841,2018,6,Sancaktepe,4640008.657
2842,2018,7,Sancaktepe,4551124.268
2843,2018,8,Sancaktepe,4158192.254
2844,2018,9,Sancaktepe,4786809.552
2845,2018,10,Sancaktepe,6946113.931
2846,2018,11,Sancaktepe,14734451.349
2847,2018,12,Sancaktepe,26314193.868
2848,2019,1,Sancaktepe,28251653.478
2849,2019,2,Sancaktepe,23874422.915
2850,2019,3,Sancaktepe,20416044.365
2851,2019,4,Sancaktepe,15040385.375
2852,2019,5,Sancaktepe,6752146.728
2853,2019,6,Sancaktepe,4700936.16
2854,2019,7,Sancaktepe,4573664.031
2855,2019,8,Sancaktepe,4420097.073
2856,2019,9,Sancaktepe,5009171.382
2857,2019,10,Sancaktepe,6219564.023
2858,2019,11,Sancaktepe,9202538.672
2859,2019,12,Sancaktepe,21965438.389
2860,2020,1,Sancaktepe,29095735.026
2861,2020,2,Sancaktepe,23906118.3
2862,2020,3,Sancaktepe,20982339.815
2863,2020,4,Sancaktepe,13481091.3
2864,2020,5,Sancaktepe,6360045.427
2865,2020,6,Sancaktepe,5390645.195
2866,2020,7,Sancaktepe,4601879.347
2867,2020,8,Sancaktepe,4637367.729
2868,2020,9,Sancaktepe,4923671.106
2869,2020,10,Sancaktepe,6038149.62
2870,2020,11,Sancaktepe,16795731.976
2871,2020,12,Sancaktepe,22784980.559
2872,2021,1,Sancaktepe,25683447.381
2873,2021,2,Sancaktepe,24301543.451
2874,2021,3,Sancaktepe,27828917.372
2875,2021,4,Sancaktepe,18112742.844
2876,2021,5,Sancaktepe,6902004.287
2877,2021,6,Sancaktepe,5990482.116
2878,2021,7,Sancaktepe,4781094.587
2879,2021,8,Sancaktepe,5100817.379
2880,2021,9,Sancaktepe,5663242.528
2881,2021,10,Sancaktepe,9920710.283
2882,2021,11,Sancaktepe,16518138.669
2883,2021,12,Sancaktepe,26104655.687
2884,2022,1,Sancaktepe,32724971.423
2885,2022,2,Sancaktepe,27457918.545
2886,2022,3,Sancaktepe,33468819.919
2887,2022,4,Sancaktepe,13683017.088
2888,2022,5,Sancaktepe,8194137.388
2889,2022,6,Sancaktepe,5595920.826
2890,2022,7,Sancaktepe,4691981.316
2891,2022,8,Sancaktepe,4961046.038
2892,2022,9,Sancaktepe,5251305.366
2893,2022,10,Sancaktepe,8129332.697
2894,2022,11,Sancaktepe,13094447.675
2895,2022,12,Sancaktepe,21699811.405
2896,2023,1,Sancaktepe,25414244.232
2897,2023,2,Sancaktepe,28738713.405
2898,2023,3,Sancaktepe,23253623.582
2899,2023,4,Sancaktepe,14061954.557
2900,2015,1,Sariyer,33502966.648
2901,2015,2,Sariyer,29278322.226
2902,2015,3,Sariyer,29110660.318
2903,2015,4,Sariyer,18989167.42
2904,2015,5,Sariyer,6937587.348
2905,2015,6,Sariyer,4844800.824
2906,2015,7,Sariyer,3859576.94
2907,2015,8,Sariyer,3679824.041
2908,2015,9,Sariyer,4327291.178
2909,2015,10,Sariyer,9605044.385
2910,2015,11,Sariyer,16168548.359
2911,2015,12,Sariyer,29612999.518
2912,2016,1,Sariyer,35495473.614
2913,2016,2,Sariyer,25005608.516
2914,2016,3,Sariyer,24375854.822
2915,2016,4,Sariyer,10477729.657
2916,2016,5,Sariyer,7768767.056
2917,2016,6,Sariyer,4677979.39
2918,2016,7,Sariyer,3445051.96
2919,2016,8,Sariyer,3692061.138
2920,2016,9,Sariyer,4558690.252
2921,2016,10,Sariyer,10103927.431
2922,2016,11,Sariyer,21626535.555
2923,2016,12,Sariyer,37282728.607
2924,2017,1,Sariyer,42779109.389
2925,2017,2,Sariyer,33374460.622
2926,2017,3,Sariyer,29186885.449
2927,2017,4,Sariyer,20294358.713
2928,2017,5,Sariyer,9066814.494
2929,2017,6,Sariyer,4673729.401
2930,2017,7,Sariyer,4031545.075
2931,2017,8,Sariyer,4006961.926
2932,2017,9,Sariyer,4447335.727
2933,2017,10,Sariyer,10923421.802
2934,2017,11,Sariyer,22161044.751
2935,2017,12,Sariyer,25025985.254
2936,2018,1,Sariyer,36951631.124
2937,2018,2,Sariyer,30585504.649
2938,2018,3,Sariyer,29645006.623
2939,2018,4,Sariyer,16043689.177
2940,2018,5,Sariyer,8093322.876
2941,2018,6,Sariyer,4169766.306
2942,2018,7,Sariyer,3972875.097
2943,2018,8,Sariyer,3523865.874
2944,2018,9,Sariyer,4937960.42
2945,2018,10,Sariyer,9291072.985
2946,2018,11,Sariyer,20318414.281
2947,2018,12,Sariyer,37840725.254
2948,2019,1,Sariyer,40220294.464
2949,2019,2,Sariyer,33516425.127
2950,2019,3,Sariyer,29758307.39
2951,2019,4,Sariyer,22211145.318
2952,2019,5,Sariyer,8543129.123
2953,2019,6,Sariyer,4441009.075
2954,2019,7,Sariyer,4391447.801
2955,2019,8,Sariyer,3904870.951
2956,2019,9,Sariyer,4654045.445
2957,2019,10,Sariyer,7509550.745
2958,2019,11,Sariyer,12591026.06
2959,2019,12,Sariyer,29479474.723
2960,2020,1,Sariyer,39289098.552
2961,2020,2,Sariyer,32882153.625
2962,2020,3,Sariyer,28099778.625
2963,2020,4,Sariyer,20014204.772
2964,2020,5,Sariyer,8223640.024
2965,2020,6,Sariyer,5460530.794
2966,2020,7,Sariyer,3938715.74
2967,2020,8,Sariyer,3933227.57
2968,2020,9,Sariyer,4413048.74
2969,2020,10,Sariyer,6463791.271
2970,2020,11,Sariyer,21479908.513
2971,2020,12,Sariyer,27995689.751
2972,2021,1,Sariyer,31903538.713
2973,2021,2,Sariyer,30762295.277
2974,2021,3,Sariyer,35932296.168
2975,2021,4,Sariyer,23921331.792
2976,2021,5,Sariyer,7435405.362
2977,2021,6,Sariyer,5468777.448
2978,2021,7,Sariyer,3812710.627
2979,2021,8,Sariyer,4042220.052
2980,2021,9,Sariyer,5093947.041
2981,2021,10,Sariyer,12650125.17
2982,2021,11,Sariyer,21448295.036
2983,2021,12,Sariyer,33004544.699
2984,2022,1,Sariyer,40874298.571
2985,2022,2,Sariyer,34336427.126
2986,2022,3,Sariyer,42630740.601
2987,2022,4,Sariyer,19146303.837
2988,2022,5,Sariyer,10712841.041
2989,2022,6,Sariyer,5577060.383
2990,2022,7,Sariyer,4424981.434
2991,2022,8,Sariyer,4659262.944
2992,2022,9,Sariyer,5575201.348
2993,2022,10,Sariyer,9981616.275
2994,2022,11,Sariyer,17176617.816
2995,2022,12,Sariyer,28006853.793
2996,2023,1,Sariyer,31445124.105
2997,2023,2,Sariyer,35175211.878
2998,2023,3,Sariyer,29990463.051
2999,2023,4,Sariyer,18031430.524
3000,2015,1,Silivri,12850624.307
3001,2015,2,Silivri,11436717.187
3002,2015,3,Silivri,10974995.112
3003,2015,4,Silivri,8124580.278
3004,2015,5,Silivri,4390711.442
3005,2015,6,Silivri,3886181.402
3006,2015,7,Silivri,3517561.008
3007,2015,8,Silivri,3832116.039
3008,2015,9,Silivri,3840430.568
3009,2015,10,Silivri,5441429.093
3010,2015,11,Silivri,7461204.425
3011,2015,12,Silivri,12382644.062
3012,2016,1,Silivri,14049837.515
3013,2016,2,Silivri,10441363.734
3014,2016,3,Silivri,10145001.218
3015,2016,4,Silivri,5528495.827
3016,2016,5,Silivri,4982242.33
3017,2016,6,Silivri,4056458.545
3018,2016,7,Silivri,3289611.711
3019,2016,8,Silivri,4040692.74
3020,2016,9,Silivri,3784660.705
3021,2016,10,Silivri,6053546.69
3022,2016,11,Silivri,9899478.53600001
3023,2016,12,Silivri,15003739.027
3024,2017,1,Silivri,17372415.256
3025,2017,2,Silivri,13929396.433
3026,2017,3,Silivri,12140627.742
3027,2017,4,Silivri,9130840.962
3028,2017,5,Silivri,5617665.536
3029,2017,6,Silivri,4144305.15
3030,2017,7,Silivri,4467909.983
3031,2017,8,Silivri,4328727.93
3032,2017,9,Silivri,4280129.055
3033,2017,10,Silivri,6886936.375
3034,2017,11,Silivri,11003033.1
3035,2017,12,Silivri,11950816.657
3036,2018,1,Silivri,16831852.045
3037,2018,2,Silivri,13831451.23
3038,2018,3,Silivri,14162534.456
3039,2018,4,Silivri,8176651.195
3040,2018,5,Silivri,6053979.609
3041,2018,6,Silivri,4719303.133
3042,2018,7,Silivri,4986104.976
3043,2018,8,Silivri,4220947.915
3044,2018,9,Silivri,5054523.515
3045,2018,10,Silivri,6623267.055
3046,2018,11,Silivri,10894459.392
3047,2018,12,Silivri,17131613.264
3048,2019,1,Silivri,17827380.407
3049,2019,2,Silivri,15462452.269
3050,2019,3,Silivri,14220339.953
3051,2019,4,Silivri,10999964.174
3052,2019,5,Silivri,6750717.63
3053,2019,6,Silivri,4559548.724
3054,2019,7,Silivri,5486946.442
3055,2019,8,Silivri,4779744.324
3056,2019,9,Silivri,5547188.149
3057,2019,10,Silivri,6451750.487
3058,2019,11,Silivri,8195804.16
3059,2019,12,Silivri,14382274.267
3060,2020,1,Silivri,18230579.303
3061,2020,2,Silivri,15734968.308
3062,2020,3,Silivri,14820896.808
3063,2020,4,Silivri,10957117.466
3064,2020,5,Silivri,6174357.884
3065,2020,6,Silivri,5919699.159
3066,2020,7,Silivri,5590257.079
3067,2020,8,Silivri,5547563.901
3068,2020,9,Silivri,5938101.657
3069,2020,10,Silivri,7080010.613
3070,2020,11,Silivri,13332189.923
3071,2020,12,Silivri,16846009.222
3072,2021,1,Silivri,18361443.593
3073,2021,2,Silivri,17078058.495
3074,2021,3,Silivri,19514311.524
3075,2021,4,Silivri,14368795.554
3076,2021,5,Silivri,6880185.844
3077,2021,6,Silivri,6398799.516
3078,2021,7,Silivri,4751869.586
3079,2021,8,Silivri,5833338.923
3080,2021,9,Silivri,6152004.904
3081,2021,10,Silivri,8865859.933
3082,2021,11,Silivri,12382240.425
3083,2021,12,Silivri,17718089.928
3084,2022,1,Silivri,20744236.836
3085,2022,2,Silivri,17865359.242
3086,2022,3,Silivri,21373914.308
3087,2022,4,Silivri,11755320.893
3088,2022,5,Silivri,7932320.739
3089,2022,6,Silivri,6591135.339
3090,2022,7,Silivri,5263053.555
3091,2022,8,Silivri,6268563.828
3092,2022,9,Silivri,6297116.673
3093,2022,10,Silivri,7998663.069
3094,2022,11,Silivri,10768331.461
3095,2022,12,Silivri,16063717.728
3096,2023,1,Silivri,17337393.389
3097,2023,2,Silivri,18893226.65
3098,2023,3,Silivri,16037909.334
3099,2023,4,Silivri,11675027.0
3100,2015,1,Sultanbeyli,12004811.164
3101,2015,2,Sultanbeyli,10356133.388
3102,2015,3,Sultanbeyli,9866644.382
3103,2015,4,Sultanbeyli,6397461.558
3104,2015,5,Sultanbeyli,2248480.603
3105,2015,6,Sultanbeyli,1793143.245
3106,2015,7,Sultanbeyli,1545775.744
3107,2015,8,Sultanbeyli,1500382.703
3108,2015,9,Sultanbeyli,1580551.011
3109,2015,10,Sultanbeyli,3126505.302
3110,2015,11,Sultanbeyli,5555138.778
3111,2015,12,Sultanbeyli,11610364.816
3112,2016,1,Sultanbeyli,13724439.391
3113,2016,2,Sultanbeyli,9055183.919
3114,2016,3,Sultanbeyli,8545736.27
3115,2016,4,Sultanbeyli,3233282.458
3116,2016,5,Sultanbeyli,2611245.187
3117,2016,6,Sultanbeyli,1867914.577
3118,2016,7,Sultanbeyli,1560281.773
3119,2016,8,Sultanbeyli,1720412.502
3120,2016,9,Sultanbeyli,1753319.505
3121,2016,10,Sultanbeyli,3861282.605
3122,2016,11,Sultanbeyli,8329362.639
3123,2016,12,Sultanbeyli,15831520.069
3124,2017,1,Sultanbeyli,17904258.234
3125,2017,2,Sultanbeyli,12994540.077
3126,2017,3,Sultanbeyli,10734764.572
3127,2017,4,Sultanbeyli,6962855.266
3128,2017,5,Sultanbeyli,3059442.186
3129,2017,6,Sultanbeyli,2049236.931
3130,2017,7,Sultanbeyli,1912205.56
3131,2017,8,Sultanbeyli,1935923.684
3132,2017,9,Sultanbeyli,1961008.902
3133,2017,10,Sultanbeyli,3895563.661
3134,2017,11,Sultanbeyli,8468221.391
3135,2017,12,Sultanbeyli,11879045.484
3136,2018,1,Sultanbeyli,15313861.505
3137,2018,2,Sultanbeyli,13622206.631
3138,2018,3,Sultanbeyli,11280597.322
3139,2018,4,Sultanbeyli,5447776.229
3140,2018,5,Sultanbeyli,3175859.919
3141,2018,6,Sultanbeyli,2220146.137
3142,2018,7,Sultanbeyli,2236918.812
3143,2018,8,Sultanbeyli,1967764.023
3144,2018,9,Sultanbeyli,2323514.239
3145,2018,10,Sultanbeyli,3553954.062
3146,2018,11,Sultanbeyli,8640594.648
3147,2018,12,Sultanbeyli,16176895.35
3148,2019,1,Sultanbeyli,17431080.958
3149,2019,2,Sultanbeyli,14671120.289
3150,2019,3,Sultanbeyli,12322713.653
3151,2019,4,Sultanbeyli,8867661.357
3152,2019,5,Sultanbeyli,3410360.609
3153,2019,6,Sultanbeyli,2262865.037
3154,2019,7,Sultanbeyli,2354734.686
3155,2019,8,Sultanbeyli,2130649.175
3156,2019,9,Sultanbeyli,2395147.522
3157,2019,10,Sultanbeyli,3063048.584
3158,2019,11,Sultanbeyli,4964463.9
3159,2019,12,Sultanbeyli,13356604.432
3160,2020,1,Sultanbeyli,18197328.071
3161,2020,2,Sultanbeyli,14741440.857
3162,2020,3,Sultanbeyli,12650106.975
3163,2020,4,Sultanbeyli,7307596.581
3164,2020,5,Sultanbeyli,2982217.12
3165,2020,6,Sultanbeyli,2765646.724
3166,2020,7,Sultanbeyli,2441431.621
3167,2020,8,Sultanbeyli,2283450.274
3168,2020,9,Sultanbeyli,2472184.995
3169,2020,10,Sultanbeyli,3119971.703
3170,2020,11,Sultanbeyli,9805209.798
3171,2020,12,Sultanbeyli,13533855.896
3172,2021,1,Sultanbeyli,15410957.185
3173,2021,2,Sultanbeyli,14619671.839
3174,2021,3,Sultanbeyli,16832794.49
3175,2021,4,Sultanbeyli,10770169.68
3176,2021,5,Sultanbeyli,3486670.5
3177,2021,6,Sultanbeyli,2991719.531
3178,2021,7,Sultanbeyli,2319160.971
3179,2021,8,Sultanbeyli,2451397.327
3180,2021,9,Sultanbeyli,2830977.949
3181,2021,10,Sultanbeyli,5355015.695
3182,2021,11,Sultanbeyli,9831092.226
3183,2021,12,Sultanbeyli,15984735.249
3184,2022,1,Sultanbeyli,20215772.955
3185,2022,2,Sultanbeyli,16774826.041
3186,2022,3,Sultanbeyli,20517698.678
3187,2022,4,Sultanbeyli,8065562.668
3188,2022,5,Sultanbeyli,4614516.353
3189,2022,6,Sultanbeyli,2971057.639
3190,2022,7,Sultanbeyli,2565719.921
3191,2022,8,Sultanbeyli,2624218.996
3192,2022,9,Sultanbeyli,2807911.752
3193,2022,10,Sultanbeyli,4309144.224
3194,2022,11,Sultanbeyli,7651756.166
3195,2022,12,Sultanbeyli,13704936.463
3196,2023,1,Sultanbeyli,15873106.715
3197,2023,2,Sultanbeyli,18042829.034
3198,2023,3,Sultanbeyli,15233333.279
3199,2023,4,Sultanbeyli,9004080.012
3200,2015,1,Sultangazi,23093455.616
3201,2015,2,Sultangazi,19869083.611
3202,2015,3,Sultangazi,19076761.694
3203,2015,4,Sultangazi,11903986.932
3204,2015,5,Sultangazi,5172336.266
3205,2015,6,Sultangazi,4294247.901
3206,2015,7,Sultangazi,4011039.0
3207,2015,8,Sultangazi,4320517.85
3208,2015,9,Sultangazi,4318613.798
3209,2015,10,Sultangazi,7019581.461
3210,2015,11,Sultangazi,10951608.779
3211,2015,12,Sultangazi,20512922.377
3212,2016,1,Sultangazi,24919354.143
3213,2016,2,Sultangazi,17253582.0
3214,2016,3,Sultangazi,16034791.764
3215,2016,4,Sultangazi,7020003.336
3216,2016,5,Sultangazi,5631574.757
3217,2016,6,Sultangazi,4459234.327
3218,2016,7,Sultangazi,3574088.808
3219,2016,8,Sultangazi,4193745.921
3220,2016,9,Sultangazi,3942492.677
3221,2016,10,Sultangazi,7536696.846
3222,2016,11,Sultangazi,15319762.72
3223,2016,12,Sultangazi,26568168.938
3224,2017,1,Sultangazi,31207081.684
3225,2017,2,Sultangazi,23473916.775
3226,2017,3,Sultangazi,19528295.152
3227,2017,4,Sultangazi,12928235.314
3228,2017,5,Sultangazi,6265084.604
3229,2017,6,Sultangazi,4259955.362
3230,2017,7,Sultangazi,4316118.378
3231,2017,8,Sultangazi,4390883.335
3232,2017,9,Sultangazi,4326487.471
3233,2017,10,Sultangazi,7386617.353
3234,2017,11,Sultangazi,14934573.183
3235,2017,12,Sultangazi,17901458.905
3236,2018,1,Sultangazi,27073613.587
3237,2018,2,Sultangazi,22098175.698
3238,2018,3,Sultangazi,20905863.59
3239,2018,4,Sultangazi,10361290.204
3240,2018,5,Sultangazi,6402437.432
3241,2018,6,Sultangazi,4288654.025
3242,2018,7,Sultangazi,4126558.236
3243,2018,8,Sultangazi,3494532.829
3244,2018,9,Sultangazi,4310414.966
3245,2018,10,Sultangazi,6311146.934
3246,2018,11,Sultangazi,14238132.454
3247,2018,12,Sultangazi,27020608.314
3248,2019,1,Sultangazi,29472433.465
3249,2019,2,Sultangazi,24050088.475
3250,2019,3,Sultangazi,21031160.04
3251,2019,4,Sultangazi,14833469.885
3252,2019,5,Sultangazi,6387225.481
3253,2019,6,Sultangazi,3985428.491
3254,2019,7,Sultangazi,4389405.344
3255,2019,8,Sultangazi,3858346.359
3256,2019,9,Sultangazi,4625425.484
3257,2019,10,Sultangazi,5999949.17
3258,2019,11,Sultangazi,8633559.198
3259,2019,12,Sultangazi,21216702.426
3260,2020,1,Sultangazi,29351375.103
3261,2020,2,Sultangazi,24231905.032
3262,2020,3,Sultangazi,21250504.68
3263,2020,4,Sultangazi,12967793.064
3264,2020,5,Sultangazi,5860471.161
3265,2020,6,Sultangazi,5443523.071
3266,2020,7,Sultangazi,4872623.46
3267,2020,8,Sultangazi,4337799.283
3268,2020,9,Sultangazi,4880905.969
3269,2020,10,Sultangazi,5545912.894
3270,2020,11,Sultangazi,15648730.092
3271,2020,12,Sultangazi,21286204.518
3272,2021,1,Sultangazi,24701891.935
3273,2021,2,Sultangazi,23510580.593
3274,2021,3,Sultangazi,26915770.615
3275,2021,4,Sultangazi,17767446.249
3276,2021,5,Sultangazi,6196772.136
3277,2021,6,Sultangazi,5441309.567
3278,2021,7,Sultangazi,4236191.373
3279,2021,8,Sultangazi,4650820.59
3280,2021,9,Sultangazi,5598331.221
3281,2021,10,Sultangazi,9568082.011
3282,2021,11,Sultangazi,15935591.381
3283,2021,12,Sultangazi,24972849.889
3284,2022,1,Sultangazi,31098159.165
3285,2022,2,Sultangazi,25792237.211
3286,2022,3,Sultangazi,31156386.133
3287,2022,4,Sultangazi,13096222.739
3288,2022,5,Sultangazi,8068776.249
3289,2022,6,Sultangazi,5317655.673
3290,2022,7,Sultangazi,4391598.224
3291,2022,8,Sultangazi,5011049.468
3292,2022,9,Sultangazi,5685644.022
3293,2022,10,Sultangazi,7645221.584
3294,2022,11,Sultangazi,11981041.133
3295,2022,12,Sultangazi,21124047.647
3296,2023,1,Sultangazi,23720550.279
3297,2023,2,Sultangazi,26954461.664
3298,2023,3,Sultangazi,23015410.516
3299,2023,4,Sultangazi,14137384.293
3300,2015,1,Sile,1697697.804
3301,2015,2,Sile,1546392.265
3302,2015,3,Sile,1641710.496
3303,2015,4,Sile,1268453.955
3304,2015,5,Sile,706835.734
3305,2015,6,Sile,573353.416
3306,2015,7,Sile,487414.145
3307,2015,8,Sile,355262.501
3308,2015,9,Sile,496741.228
3309,2015,10,Sile,832697.714
3310,2015,11,Sile,1228233.767
3311,2015,12,Sile,2007840.494
3312,2016,1,Sile,2402628.629
3313,2016,2,Sile,1857154.182
3314,2016,3,Sile,1936407.372
3315,2016,4,Sile,1095162.059
3316,2016,5,Sile,912374.207
3317,2016,6,Sile,691816.781
3318,2016,7,Sile,545087.126
3319,2016,8,Sile,627845.921
3320,2016,9,Sile,756996.425
3321,2016,10,Sile,1318423.464
3322,2016,11,Sile,1999102.844
3323,2016,12,Sile,3049405.509
3324,2017,1,Sile,3181320.507
3325,2017,2,Sile,2563859.873
3326,2017,3,Sile,2525316.553
3327,2017,4,Sile,2127252.457
3328,2017,5,Sile,1165502.797
3329,2017,6,Sile,788994.725
3330,2017,7,Sile,789274.455
3331,2017,8,Sile,791058.584
3332,2017,9,Sile,830138.775
3333,2017,10,Sile,1493306.754
3334,2017,11,Sile,2239901.037
3335,2017,12,Sile,2648140.02
3336,2018,1,Sile,2962410.71
3337,2018,2,Sile,2691375.28
3338,2018,3,Sile,2602816.135
3339,2018,4,Sile,1803064.67
3340,2018,5,Sile,1124908.334
3341,2018,6,Sile,752927.448
3342,2018,7,Sile,793579.872
3343,2018,8,Sile,637381.015
3344,2018,9,Sile,854752.7
3345,2018,10,Sile,1170068.581
3346,2018,11,Sile,1970022.776
3347,2018,12,Sile,3089760.854
3348,2019,1,Sile,3269688.459
3349,2019,2,Sile,2870186.795
3350,2019,3,Sile,2689777.296
3351,2019,4,Sile,2298743.176
3352,2019,5,Sile,1090506.556
3353,2019,6,Sile,665236.712
3354,2019,7,Sile,833482.643
3355,2019,8,Sile,719887.681
3356,2019,9,Sile,819911.936
3357,2019,10,Sile,1074902.889
3358,2019,11,Sile,1544139.464
3359,2019,12,Sile,2803410.64
3360,2020,1,Sile,3393642.737
3361,2020,2,Sile,2983092.831
3362,2020,3,Sile,2806694.758
3363,2020,4,Sile,2281175.264
3364,2020,5,Sile,1149670.362
3365,2020,6,Sile,908469.739
3366,2020,7,Sile,778195.113
3367,2020,8,Sile,756396.805
3368,2020,9,Sile,894716.955
3369,2020,10,Sile,1170101.262
3370,2020,11,Sile,2603834.477
3371,2020,12,Sile,3438156.329
3372,2021,1,Sile,3674972.916
3373,2021,2,Sile,3338450.469
3374,2021,3,Sile,3721547.413
3375,2021,4,Sile,2929983.352
3376,2021,5,Sile,1294643.93
3377,2021,6,Sile,1175512.533
3378,2021,7,Sile,882272.634
3379,2021,8,Sile,975362.83
3380,2021,9,Sile,1075325.199
3381,2021,10,Sile,1576787.009
3382,2021,11,Sile,2587217.578
3383,2021,12,Sile,3533858.386
3384,2022,1,Sile,3963264.816
3385,2022,2,Sile,3459548.151
3386,2022,3,Sile,4167230.844
3387,2022,4,Sile,2352770.8
3388,2022,5,Sile,1529877.807
3389,2022,6,Sile,1056050.036
3390,2022,7,Sile,865420.955
3391,2022,8,Sile,996380.743
3392,2022,9,Sile,927664.647
3393,2022,10,Sile,1467220.274
3394,2022,11,Sile,2072822.399
3395,2022,12,Sile,3029300.284
3396,2023,1,Sile,3352313.02
3397,2023,2,Sile,3490437.321
3398,2023,3,Sile,2974769.511
3399,2023,4,Sile,1977775.638
3400,2015,1,Sisli,32125021.931
3401,2015,2,Sisli,27842013.703
3402,2015,3,Sisli,26862670.874
3403,2015,4,Sisli,16939068.356
